DCTP	"dctp"
L-CYSTATHIONINE	"cyst__L"
D-CARNITINE	"crn__D"
AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE	"6hmhpt"
N-ALPHA-ACETYLORNITHINE	"acorn"
MALTOHEXAOSE	"malthx"
HEPTA-ACYLATED-LIPID-A	"halipa"
ALPHA-RIBAZOLE-5-P	"5prdmbz"
COBINAMIDE	"cbi"
PHOSPHORIBULOSYL-FORMIMINO-AICAR-P	"prlp"
NADH	"nadh"
7-8-DIHYDROPTEROATE	"dhpt"
NADP	"nadp"
L-GLUTAMATE-5-P	"glu5p"
DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR	"25drapp"
2-OXOBUTANOATE	"2obut"
2-O-ALPHA-MANNOSYL-D-GLYCERATE	"manglyc"
PSICOSELYSINE	"psclys"
UNDECAPRENYL-DIPHOSPHATE	"udcpdp"
UDP-OHMYR-GLUCOSAMINE	"u3hga"
CAMP	"camp"
NITRITE	"no2"
5-10-METHENYL-THF	"methf"
DTDP-D-GLUCOSE	"dtdpglu"
ALLANTOATE	"alltt"
MALTOSE	"malt"
O-SUCCINYLBENZOATE	"sucbz"
PROTOPORPHYRINOGEN	"pppg9"
N-ACETYL-D-GLUCOSAMINE	"acgam"
GDP-MANNOSE	"gdpmann"
RIBULOSE-5P	"ru5p__D"
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE	"fprica"
UDP-MANNAC	"uacmam"
CPD-14553	"udpgal"
D-6-P-GLUCONO-DELTA-LACTONE	"6pgl"
UDP-4-AMINO-4-DEOXY-L-ARABINOSE	"udpLa4n"
D-SORBITOL-6-P	"sbt6p"
4-PHOSPHONOOXY-THREONINE	"phthr"
D-MANNONATE	"mana"
DTDP-RHAMNOSE	"dtdprmn"
ADP-L-GLYCERO-D-MANNO-HEPTOSE	"adphep_LD"
INDOLE-3-GLYCEROL-P	"3ig3p"
THIAMINE-P	"thmmp"
CROTONO-BETAINE	"ctbt"
1-4-alpha-D-Glucan	"14glucan"
DIHYDROXY-BUTANONE-P	"db4p"
DELTA3-ISOPENTENYL-PP	"ipdp"
PROTOHEME	"pheme"
L-GAMMA-GLUTAMYLCYSTEINE	"glucys"
UDP-L-ARA4-FORMYL-N	"udpLa4fn"
BISOHMYR-GLC	"lipidAds"
CMP-KDO	"ckdo"
SUC-COA	"succoa"
CPD-6972	"sbzcoa"
OROTATE	"orot"
GLUTATHIONE	"gthrd"
SHIKIMATE-5P	"skm5p"
CPD-15972	"lcts"
SUCROSE	"sucr"
DIHYDROFOLATE	"dhf"
CD+2	"cd2"
NITRIC-OXIDE	"no"
FRUCTOSELYSINE-6-PHOSPHATE	"frulysp"
HSCN	"tcynt"
XYLOSE	"xyl__D"
NITROUS-OXIDE	"n2o"
S-3-HYDROXYBUTANOYL-COA	"3hbcoa"
HEXANOYL-COA	"hxcoa"
5-BETA-L-THREO-PENTAPYRANOSYL-4-ULOSE-	"udpLa4o"
HYPOXANTHINE	"hxan"
AMINO-HYDROXYMETHYL-METHYL-PYR-P	"4ampm"
D-METHYL-MALONYL-COA	"mmcoa__S"
34-DIHYDROXYPHENYLACETALDEHYDE	"34dhpac"
2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET	"2p4c2me"
PHENYLACETALDEHYDE	"pacald"
DGDP	"dgdp"
ADENOSYL-HOMO-CYS	"ahcys"
ADP	"adp"
ADP-D-GLYCERO-D-MANNO-HEPTOSE	"adphep_DD"
AG+	"ag"
FRU1P	"f1p"
GLYCEROPHOSPHOGLYCEROL	"g3pg"
THYMINE	"thym"
METHYLENE-THF	"mlthf"
2-5-TRIPHOSPHORIBOSYL-3-DEPHOSPHO-	"2tpr3dpcoa"
DGMP	"dgmp"
CPD-12115	"2dmmql8"
AMP	"amp"
CPD-4211	"dmpp"
APS	"aps"
DGTP	"dgtp"
ARG	"arg__L"
ASN	"asn__L"
ATP	"atp"
OCTAPRENYL-DIPHOSPHATE	"octdp"
N-METHYLTRYPTOPHAN	"Nmtrp"
ADENOSINE_DIPHOSPHATE_RIBOSE	"adprib"
SARCOSINE	"sarcs"
FRUCTURONATE	"fruur"
